2025-08-01 04:00:01.197894-04:00,XBP,1.16
2025-08-01 04:00:02.109493-04:00,XBP,1.16
2025-08-01 04:00:02.211486-04:00,XBP,1.16
2025-08-01 04:00:02.211684-04:00,XBP,1.2
2025-08-01 04:00:04.062636-04:00,XBP,1.19
2025-08-01 04:00:07.024070-04:00,XBP,1.2
2025-08-01 04:00:09.788453-04:00,XBP,1.2
2025-08-01 04:00:43.786417-04:00,XBP,1.18
2025-08-01 04:01:07.849952-04:00,XBP,1.18
2025-08-01 04:01:07.850143-04:00,XBP,1.2
2025-08-01 04:01:17.988410-04:00,XBP,1.18
2025-08-01 04:01:17.988855-04:00,XBP,1.18
2025-08-01 04:01:17.988893-04:00,XBP,1.17
2025-08-01 04:01:17.988923-04:00,XBP,1.15
2025-08-01 04:01:17.988950-04:00,XBP,1.15
2025-08-01 04:01:17.988976-04:00,XBP,1.15
2025-08-01 04:01:17.989001-04:00,XBP,1.15
2025-08-01 04:01:27.512441-04:00,XBP,1.15
2025-08-01 04:02:23.013012-04:00,XBP,1.15
2025-08-01 04:02:25.982594-04:00,XBP,1.14
2025-08-01 04:02:27.018945-04:00,XBP,1.15
2025-08-01 04:03:12.268370-04:00,XBP,1.15
2025-08-01 04:03:43.090851-04:00,XBP,1.15
2025-08-01 04:03:43.808751-04:00,XBP,1.15
2025-08-01 04:03:48.007756-04:00,XBP,1.13
2025-08-01 04:03:54.970605-04:00,XBP,1.15
2025-08-01 04:04:01.933416-04:00,XBP,1.13
2025-08-01 04:04:17.190510-04:00,XBP,1.15
2025-08-01 04:04:37.467221-04:00,XBP,1.11
2025-08-01 04:05:01.940799-04:00,XBP,1.11
2025-08-01 04:05:01.941006-04:00,XBP,1.1
2025-08-01 04:05:01.941159-04:00,XBP,1.11
2025-08-01 04:05:11.464626-04:00,XBP,1.14
2025-08-01 04:06:57.347514-04:00,XBP,1.14
2025-08-01 04:07:04.514823-04:00,XBP,1.1
2025-08-01 04:07:10.761682-04:00,XBP,1.12
2025-08-01 04:07:10.761858-04:00,XBP,1.11
2025-08-01 04:07:33.802678-04:00,XBP,1.11
2025-08-01 04:07:34.109375-04:00,XBP,1.1
2025-08-01 04:07:43.325581-04:00,XBP,1.11
2025-08-01 04:07:43.325788-04:00,XBP,1.14
2025-08-01 04:07:43.325842-04:00,XBP,1.13
2025-08-01 04:07:43.325890-04:00,XBP,1.14
2025-08-01 04:09:32.281534-04:00,XBP,1.14
2025-08-01 04:09:58.188810-04:00,XBP,1.15
2025-08-01 04:10:33.620158-04:00,XBP,1.11
2025-08-01 04:10:33.620364-04:00,XBP,1.11
2025-08-01 04:10:42.016298-04:00,XBP,1.15
2025-08-01 04:10:51.232556-04:00,XBP,1.11
2025-08-01 04:10:54.685957-04:00,XBP,1.14
2025-08-01 04:11:05.978670-04:00,XBP,1.11
2025-08-01 04:11:06.899405-04:00,XBP,1.14
2025-08-01 04:11:08.231475-04:00,XBP,1.11
2025-08-01 04:11:13.046561-04:00,XBP,1.15
2025-08-01 04:11:20.670098-04:00,XBP,1.11
2025-08-01 04:11:20.670425-04:00,XBP,1.14
2025-08-01 04:11:20.670465-04:00,XBP,1.15
2025-08-01 04:11:20.670494-04:00,XBP,1.15
2025-08-01 04:11:20.670522-04:00,XBP,1.15
2025-08-01 04:11:22.464789-04:00,XBP,1.11
2025-08-01 04:11:28.813191-04:00,XBP,1.15
2025-08-01 04:11:28.813426-04:00,XBP,1.15
2025-08-01 04:11:48.679549-04:00,XBP,1.15
2025-08-01 04:11:48.884368-04:00,XBP,1.12
2025-08-01 04:12:03.937750-04:00,XBP,1.12
2025-08-01 04:12:45.614469-04:00,XBP,1.14
2025-08-01 04:13:12.853415-04:00,XBP,1.14
2025-08-01 04:13:31.285877-04:00,XBP,1.14
2025-08-01 04:13:39.274597-04:00,XBP,1.14
2025-08-01 04:13:46.646031-04:00,XBP,1.14
2025-08-01 04:14:04.259652-04:00,XBP,1.12
2025-08-01 04:14:12.637636-04:00,XBP,1.14
2025-08-01 04:14:12.637846-04:00,XBP,1.14
2025-08-01 04:14:12.637901-04:00,XBP,1.14
2025-08-01 04:14:23.510483-04:00,XBP,1.14
2025-08-01 04:15:08.637452-04:00,XBP,1.13
2025-08-01 04:15:16.979250-04:00,XBP,1.12
2025-08-01 04:15:18.911296-04:00,XBP,1.12
2025-08-01 04:15:21.573257-04:00,XBP,1.12
2025-08-01 04:15:40.619000-04:00,XBP,1.12
2025-08-01 04:15:40.619234-04:00,XBP,1.12
2025-08-01 04:15:41.745449-04:00,XBP,1.12
2025-08-01 04:15:45.022418-04:00,XBP,1.12
2025-08-01 04:15:48.401386-04:00,XBP,1.12
2025-08-01 04:15:50.551815-04:00,XBP,1.15
2025-08-01 04:15:59.153700-04:00,XBP,1.12
2025-08-01 04:16:05.707475-04:00,XBP,1.12
2025-08-01 04:16:07.551488-04:00,XBP,1.12
2025-08-01 04:16:07.552071-04:00,XBP,1.12
2025-08-01 04:16:07.552194-04:00,XBP,1.12
2025-08-01 04:16:21.784766-04:00,XBP,1.12
2025-08-01 04:16:21.784970-04:00,XBP,1.12
2025-08-01 04:16:21.785024-04:00,XBP,1.12
2025-08-01 04:16:21.785072-04:00,XBP,1.12
2025-08-01 04:16:21.785116-04:00,XBP,1.12
2025-08-01 04:16:21.785162-04:00,XBP,1.11
2025-08-01 04:16:21.785218-04:00,XBP,1.11
2025-08-01 04:16:21.785265-04:00,XBP,1.1
2025-08-01 04:16:40.523661-04:00,XBP,1.12
